Timestamp,SrcIP,DstIP,Protocol,Size,SrcPort,DstPort,Service
1777025989,192.168.104.22,8.8.242.100,UDP,976,4230,67,DHCP
1777025990,192.168.84.124,8.8.19.84,ICMP,814,27095,0,OTHER
1777025991,192.168.237.40,8.8.28.117,TCP,429,30727,21,FTP
1777025992,192.168.219.216,8.8.63.119,TCP,451,6492,80,HTTP
1777025993,192.168.243.147,8.8.52.56,UDP,1033,66,53,DNS
1777025994,192.168.78.201,8.8.141.41,TCP,635,1662,80,HTTP
1777025995,192.168.240.120,8.8.109.57,UDP,200,14426,67,DHCP
1777025996,192.168.81.141,8.8.84.212,ICMP,1116,19233,0,OTHER
1777025997,192.168.118.132,8.8.247.176,UDP,248,32017,53,DNS
1777025998,192.168.69.161,8.8.73.160,TCP,881,24252,21,FTP
1777025999,192.168.174.251,8.8.199.142,TCP,1129,11286,80,HTTP
1777026000,192.168.75.75,8.8.124.32,ICMP,852,24703,0,OTHER
1777026001,192.168.13.174,8.8.9.133,UDP,718,136,53,DNS
1777026002,192.168.128.231,8.8.219.74,TCP,480,12088,21,FTP
1777026003,192.168.119.233,8.8.78.125,TCP,1003,17967,443,HTTPS
1777026004,192.168.240.200,8.8.110.114,TCP,582,23647,80,HTTP
1777026005,192.168.62.28,8.8.3.132,ICMP,800,2331,0,OTHER
1777026006,192.168.198.56,8.8.213.32,TCP,920,29273,443,HTTPS
1777026008,192.168.36.155,8.8.147.62,ICMP,1021,9712,0,OTHER
1777026009,192.168.242.94,8.8.237.158,TCP,735,29250,80,HTTP
1777026010,192.168.217.251,8.8.170.193,UDP,1458,15154,53,DNS
1777026011,192.168.107.187,8.8.43.188,UDP,385,26455,53,DNS
1777026012,192.168.200.72,8.8.189.162,ICMP,126,14376,0,OTHER
1777026013,192.168.17.185,8.8.139.53,UDP,515,7064,53,DNS
1777026014,192.168.189.212,8.8.137.66,UDP,113,12631,53,DNS
1777026015,192.168.48.60,8.8.74.71,UDP,394,12441,67,DHCP
1777026016,192.168.154.231,8.8.185.232,TCP,1389,15794,21,FTP
1777026017,192.168.27.62,8.8.15.157,ICMP,538,17162,0,OTHER
1777026018,192.168.168.204,8.8.248.167,ICMP,1311,11171,0,OTHER
1777026019,192.168.210.133,8.8.86.130,TCP,580,4644,21,FTP
1777026020,192.168.155.167,8.8.169.135,ICMP,757,23825,0,OTHER
1777026021,192.168.236.151,8.8.88.175,TCP,763,32267,80,HTTP
1777026022,192.168.180.30,8.8.76.20,ICMP,249,26708,0,OTHER
1777026023,192.168.91.183,8.8.187.165,ICMP,212,12406,0,OTHER
1777026024,192.168.71.152,8.8.136.61,ICMP,148,25511,0,OTHER
1777026025,192.168.136.28,8.8.224.133,ICMP,811,28168,0,OTHER
1777026026,192.168.79.246,8.8.145.82,ICMP,1333,25410,0,OTHER
1777026027,192.168.146.63,8.8.208.251,UDP,625,11954,67,DHCP
1777026028,192.168.17.68,8.8.202.113,TCP,1009,20816,443,HTTPS
1777026029,192.168.251.104,8.8.139.142,TCP,309,3778,80,HTTP
1777026030,192.168.247.46,8.8.160.115,TCP,206,8544,443,HTTPS
1777026031,192.168.134.188,8.8.20.47,UDP,1250,12310,67,DHCP
1777026032,192.168.12.51,8.8.144.185,UDP,148,7905,53,DNS
1777026033,192.168.227.211,8.8.253.56,TCP,489,12117,80,HTTP
1777026034,192.168.127.110,8.8.187.27,TCP,372,28953,80,HTTP
1777026035,192.168.157.45,8.8.102.128,UDP,915,617,53,DNS
1777026036,192.168.6.36,8.8.175.243,UDP,367,8339,67,DHCP
1777026037,192.168.227.58,8.8.66.110,TCP,224,2171,80,HTTP
1777026038,192.168.214.202,8.8.182.160,ICMP,1315,10007,0,OTHER
1777026039,192.168.238.113,8.8.130.219,UDP,400,879,53,DNS
1777026040,192.168.83.9,8.8.120.236,TCP,151,21896,21,FTP
1777026041,192.168.171.149,8.8.242.85,ICMP,356,23346,0,OTHER
1777026042,192.168.80.218,8.8.122.63,TCP,1124,26387,80,HTTP
1777026043,192.168.142.126,8.8.43.22,TCP,1292,19424,443,HTTPS
1777026044,192.168.246.154,8.8.174.226,ICMP,360,16546,0,OTHER
1777026045,192.168.21.169,8.8.145.152,UDP,318,3404,67,DHCP
1777026046,192.168.45.180,8.8.175.173,TCP,893,4821,21,FTP
1777026047,192.168.157.49,8.8.217.31,ICMP,1218,18952,0,OTHER
1777026048,192.168.179.32,8.8.151.164,TCP,587,20280,21,FTP
1777026049,192.168.59.35,8.8.110.116,ICMP,1317,8897,0,OTHER
1777026050,192.168.63.42,8.8.152.107,TCP,1214,32528,80,HTTP
1777026051,192.168.89.44,8.8.234.156,UDP,1275,2496,53,DNS
1777026052,192.168.217.17,8.8.101.250,TCP,1414,32274,443,HTTPS
1777026053,192.168.43.62,8.8.166.246,UDP,542,24688,67,DHCP
1777026054,192.168.124.240,8.8.23.160,ICMP,1379,22692,0,OTHER
1777026055,192.168.235.185,8.8.165.18,UDP,102,24690,53,DNS
1777026056,192.168.99.234,8.8.72.12,ICMP,1064,27327,0,OTHER
1777026057,192.168.74.0,8.8.61.213,TCP,1360,22364,443,HTTPS
1777026058,192.168.186.213,8.8.88.5,ICMP,110,24371,0,OTHER
1777026059,192.168.29.65,8.8.4.185,ICMP,838,12798,0,OTHER
1777026060,192.168.43.77,8.8.109.95,TCP,438,15228,21,FTP
1777026061,192.168.50.22,8.8.98.155,TCP,1021,6767,21,FTP
1777026062,192.168.99.44,8.8.127.53,TCP,1059,634,21,FTP
1777026063,192.168.30.192,8.8.183.178,TCP,1180,23597,443,HTTPS
1777026064,192.168.34.166,8.8.75.248,ICMP,583,16695,0,OTHER
1777026065,192.168.11.39,8.8.20.203,ICMP,833,10436,0,OTHER
1777026066,192.168.193.73,8.8.61.5,UDP,1021,2464,53,DNS
1777026067,192.168.203.73,8.8.99.14,UDP,586,6160,53,DNS
1777026068,192.168.174.157,8.8.96.220,ICMP,1234,24686,0,OTHER
1777026070,192.168.88.210,8.8.236.30,ICMP,445,10439,0,OTHER
1777026071,192.168.127.205,8.8.149.92,TCP,532,10852,443,HTTPS
1777026072,192.168.147.163,8.8.198.112,TCP,182,3308,443,HTTPS
1777026073,192.168.93.122,8.8.66.198,TCP,120,26388,443,HTTPS
1777026074,192.168.61.122,8.8.242.100,ICMP,331,14640,0,OTHER
1777026075,192.168.182.253,8.8.244.34,UDP,606,3154,67,DHCP
1777026076,192.168.56.129,8.8.149.20,UDP,414,27438,67,DHCP
1777026077,192.168.200.185,8.8.80.21,TCP,159,14905,21,FTP
1777026078,192.168.245.33,8.8.80.15,TCP,1399,30887,80,HTTP
1777026079,192.168.177.6,8.8.111.34,ICMP,1090,20832,0,OTHER
1777026080,192.168.231.109,8.8.251.241,UDP,950,13247,67,DHCP
1777026081,192.168.161.57,8.8.232.185,UDP,1131,1918,53,DNS
1777026082,192.168.122.146,8.8.13.192,ICMP,1436,5321,0,OTHER
1777026083,192.168.29.66,8.8.81.169,TCP,1295,7782,80,HTTP
1777026084,192.168.126.135,8.8.4.249,ICMP,1365,25514,0,OTHER
1777026085,192.168.73.152,8.8.93.123,TCP,930,21399,21,FTP
1777026086,192.168.207.221,8.8.135.75,UDP,631,23886,67,DHCP
1777026087,192.168.7.118,8.8.88.28,TCP,634,2284,443,HTTPS
1777026088,192.168.134.208,8.8.174.116,UDP,410,10683,53,DNS
1777026089,192.168.73.21,8.8.74.150,TCP,510,21926,21,FTP
1777026090,192.168.165.39,8.8.120.113,TCP,1420,4034,21,FTP
1777026091,192.168.43.50,8.8.135.160,UDP,362,706,53,DNS
1777026092,192.168.66.75,8.8.147.131,TCP,313,19329,80,HTTP
1777026093,192.168.34.152,8.8.27.220,TCP,1253,21372,21,FTP
1777026094,192.168.21.25,8.8.233.131,TCP,319,15189,443,HTTPS
1777026095,192.168.142.109,8.8.209.171,UDP,1043,21841,53,DNS
1777026096,192.168.139.54,8.8.179.49,UDP,1225,12251,67,DHCP
1777026097,192.168.5.142,8.8.254.204,ICMP,427,12287,0,OTHER
1777026098,192.168.216.8,8.8.128.86,TCP,220,26260,21,FTP
1777026099,192.168.98.248,8.8.69.45,ICMP,1412,11209,0,OTHER
1777026100,192.168.181.182,8.8.154.103,ICMP,830,22250,0,OTHER
1777026101,192.168.139.30,8.8.1.97,TCP,737,10555,443,HTTPS
1777026102,192.168.141.82,8.8.202.223,TCP,179,30806,21,FTP
1777026103,192.168.117.196,8.8.68.187,ICMP,1150,27234,0,OTHER
1777026104,192.168.28.21,8.8.35.8,TCP,429,12449,80,HTTP
1777026105,192.168.224.77,8.8.245.26,ICMP,1244,22193,0,OTHER
1777026106,192.168.214.59,8.8.63.161,TCP,379,2557,443,HTTPS
1777026107,192.168.187.145,8.8.146.47,TCP,1170,2337,80,HTTP
1777026108,192.168.2.216,8.8.221.66,UDP,699,4460,53,DNS
1777026109,192.168.109.184,8.8.112.115,ICMP,1047,18091,0,OTHER
1777026110,192.168.152.116,8.8.58.223,TCP,483,11495,443,HTTPS
1777026111,192.168.40.174,8.8.109.247,ICMP,1304,20332,0,OTHER
1777026112,192.168.103.170,8.8.231.182,UDP,506,27221,53,DNS
1777026113,192.168.26.167,8.8.168.147,UDP,1017,29830,67,DHCP
1777026114,192.168.221.81,8.8.17.190,TCP,800,9276,21,FTP
1777026115,192.168.101.91,8.8.126.118,ICMP,111,25251,0,OTHER
1777026116,192.168.1.238,8.8.166.214,TCP,909,3262,80,HTTP
1777026117,192.168.198.133,8.8.228.43,UDP,538,16132,53,DNS
1777026118,192.168.81.233,8.8.129.85,ICMP,576,26748,0,OTHER
1777026119,192.168.21.77,8.8.11.242,ICMP,322,32200,0,OTHER
1777026120,192.168.184.41,8.8.23.75,TCP,88,7723,21,FTP
1777026121,192.168.228.65,8.8.101.88,UDP,1300,29994,67,DHCP
1777026122,192.168.150.178,8.8.162.152,ICMP,1165,1348,0,OTHER
1777026123,192.168.10.31,8.8.190.191,UDP,1006,26869,53,DNS
1777026124,192.168.98.93,8.8.1.24,ICMP,1327,18222,0,OTHER
1777026126,192.168.129.63,8.8.99.36,UDP,421,31936,67,DHCP
1777026127,192.168.219.35,8.8.57.208,UDP,1092,1090,67,DHCP
1777026128,192.168.8.254,8.8.228.111,TCP,1317,12121,443,HTTPS
1777026129,192.168.252.4,8.8.232.240,TCP,105,10152,443,HTTPS
1777026130,192.168.23.113,8.8.68.124,UDP,431,23478,53,DNS
1777026131,192.168.89.254,8.8.169.127,TCP,554,20849,21,FTP
1777026132,192.168.208.86,8.8.223.148,ICMP,840,2214,0,OTHER
1777026133,192.168.219.247,8.8.203.125,ICMP,250,19351,0,OTHER
1777026134,192.168.143.86,8.8.38.24,ICMP,1078,23661,0,OTHER
1777026135,192.168.78.145,8.8.30.185,UDP,626,24869,53,DNS
1777026136,192.168.64.147,8.8.103.21,ICMP,1387,18198,0,OTHER
1777026137,192.168.32.133,8.8.252.25,ICMP,922,3161,0,OTHER
1777026138,192.168.74.120,8.8.234.57,ICMP,1169,1947,0,OTHER
1777026139,192.168.11.224,8.8.230.186,ICMP,454,9900,0,OTHER
1777026140,192.168.177.198,8.8.92.25,ICMP,521,2303,0,OTHER
1777026141,192.168.47.31,8.8.37.43,UDP,1201,31961,67,DHCP
1777026142,192.168.202.120,8.8.210.14,UDP,1229,28245,53,DNS
1777026143,192.168.13.238,8.8.137.152,UDP,378,9573,53,DNS
1777026144,192.168.158.67,8.8.64.13,UDP,1187,9123,53,DNS
1777026145,192.168.41.14,8.8.136.1,TCP,1199,25232,80,HTTP
1777026146,192.168.130.15,8.8.151.215,TCP,680,1551,80,HTTP
1777026147,192.168.165.120,8.8.171.75,TCP,1086,7912,80,HTTP
1777026148,192.168.132.95,8.8.59.136,TCP,539,32070,80,HTTP
1777026149,192.168.42.13,8.8.218.160,ICMP,746,4921,0,OTHER
1777026150,192.168.29.80,8.8.100.248,UDP,850,11204,67,DHCP
1777026151,192.168.111.237,8.8.233.72,TCP,1378,24138,21,FTP
1777026152,192.168.236.20,8.8.43.13,TCP,248,16439,80,HTTP
1777026153,192.168.180.242,8.8.81.235,TCP,1152,28205,443,HTTPS
1777026154,192.168.248.34,8.8.101.212,UDP,672,8191,67,DHCP
1777026155,192.168.88.93,8.8.93.134,TCP,915,15669,80,HTTP
1777026156,192.168.68.135,8.8.54.216,TCP,1233,16780,80,HTTP
1777026157,192.168.134.60,8.8.87.245,ICMP,902,29044,0,OTHER
1777026158,192.168.116.238,8.8.248.234,ICMP,529,14202,0,OTHER
1777026159,192.168.117.244,8.8.233.37,ICMP,648,29303,0,OTHER
1777026160,192.168.0.123,8.8.211.0,ICMP,1168,26317,0,OTHER
1777026161,192.168.47.146,8.8.129.58,ICMP,1232,7772,0,OTHER
1777026162,192.168.66.35,8.8.34.5,TCP,1135,10127,80,HTTP
1777026163,192.168.31.183,8.8.81.127,TCP,1122,31867,80,HTTP
1777026164,192.168.194.33,8.8.42.108,TCP,124,17633,80,HTTP
1777026165,192.168.73.247,8.8.159.231,ICMP,1127,10123,0,OTHER
1777026166,192.168.227.131,8.8.118.11,TCP,406,20482,21,FTP
1777026167,192.168.159.127,8.8.112.55,UDP,299,13146,53,DNS
1777026168,192.168.247.234,8.8.196.46,UDP,130,20808,53,DNS
1777026169,192.168.11.205,8.8.149.206,TCP,1179,19799,21,FTP
1777026176,192.168.72.43,8.8.102.176,TCP,396,22848,443,HTTPS
1777026178,192.168.228.55,8.8.92.179,TCP,101,18195,443,HTTPS
1777026179,192.168.187.16,8.8.197.218,ICMP,436,7556,0,OTHER
1777026180,192.168.152.228,8.8.53.115,TCP,1298,17714,443,HTTPS
1777026181,192.168.198.77,8.8.57.134,UDP,878,14029,53,DNS
1777026182,192.168.49.247,8.8.52.98,UDP,589,30823,67,DHCP
1777026183,192.168.99.186,8.8.69.199,UDP,676,18821,53,DNS
1777026184,192.168.231.163,8.8.242.4,ICMP,228,14989,0,OTHER
1777026185,192.168.49.219,8.8.182.33,TCP,684,23884,21,FTP
1777026186,192.168.12.194,8.8.207.37,ICMP,911,5686,0,OTHER
1777026187,192.168.251.115,8.8.22.48,TCP,536,30963,21,FTP
1777026188,192.168.98.129,8.8.38.51,TCP,228,2645,21,FTP
1777026189,192.168.3.174,8.8.46.53,ICMP,615,4768,0,OTHER
1777026190,192.168.222.24,8.8.60.34,ICMP,1235,26164,0,OTHER
1777026191,192.168.9.73,8.8.126.207,UDP,711,20070,67,DHCP
1777026192,192.168.219.82,8.8.117.132,TCP,353,2195,21,FTP
1777026193,192.168.132.111,8.8.154.148,UDP,777,29625,53,DNS
1777026194,192.168.93.253,8.8.61.146,UDP,1430,17511,67,DHCP
1777026195,192.168.119.53,8.8.64.123,ICMP,115,24652,0,OTHER
1777026196,192.168.132.75,8.8.149.119,UDP,165,9630,53,DNS
1777026197,192.168.152.13,8.8.204.156,TCP,1420,13752,21,FTP
1777026198,192.168.31.150,8.8.9.214,UDP,1291,21152,53,DNS
1777026199,192.168.189.183,8.8.6.249,UDP,943,20675,67,DHCP
1777026200,192.168.132.109,8.8.213.32,ICMP,690,30717,0,OTHER
1777026201,192.168.57.34,8.8.86.178,ICMP,98,10103,0,OTHER
1777026202,192.168.14.211,8.8.71.203,TCP,768,6803,80,HTTP
1777026203,192.168.37.146,8.8.167.176,TCP,864,235,80,HTTP
1777026204,192.168.95.30,8.8.16.228,TCP,1436,3019,80,HTTP
1777026205,192.168.5.173,8.8.24.50,TCP,1311,21518,21,FTP
1777026206,192.168.173.123,8.8.3.25,TCP,321,25183,21,FTP
1777026207,192.168.33.158,8.8.131.142,TCP,1438,18369,80,HTTP
1777026208,192.168.212.59,8.8.133.146,UDP,622,1545,53,DNS
1777026209,192.168.117.123,8.8.12.7,UDP,214,18527,67,DHCP
1777026210,192.168.97.58,8.8.108.133,ICMP,250,27584,0,OTHER
1777026211,192.168.92.235,8.8.213.0,TCP,88,28846,443,HTTPS
1777026212,192.168.188.46,8.8.69.156,TCP,1359,24405,80,HTTP
1777026213,192.168.104.209,8.8.64.18,TCP,500,14548,443,HTTPS
1777026214,192.168.111.160,8.8.201.114,UDP,171,9959,53,DNS
1777026215,192.168.100.17,8.8.32.155,UDP,1146,32557,67,DHCP
1777026216,192.168.8.19,8.8.75.40,UDP,883,30123,53,DNS
1777026217,192.168.71.94,8.8.253.2,UDP,877,24392,67,DHCP
1777026218,192.168.134.97,8.8.200.248,TCP,251,1103,443,HTTPS
1777026219,192.168.175.250,8.8.236.66,ICMP,1386,752,0,OTHER
1777026220,192.168.143.250,8.8.11.246,TCP,1095,11516,443,HTTPS
1777026221,192.168.150.165,8.8.219.10,ICMP,100,8623,0,OTHER
1777026222,192.168.69.75,8.8.248.24,TCP,674,23723,21,FTP
1777026223,192.168.97.192,8.8.246.83,TCP,1286,11642,443,HTTPS
1777026224,192.168.148.107,8.8.213.190,TCP,718,2910,21,FTP
1777026225,192.168.8.103,8.8.159.138,ICMP,1338,20426,0,OTHER
1777026226,192.168.136.133,8.8.1.0,ICMP,800,17844,0,OTHER
1777026227,192.168.233.109,8.8.74.20,ICMP,400,30106,0,OTHER
1777026228,192.168.242.169,8.8.221.138,TCP,1088,15671,443,HTTPS
1777026229,192.168.131.223,8.8.7.198,ICMP,262,24964,0,OTHER
1777026230,192.168.222.143,8.8.97.42,UDP,677,30586,53,DNS
1777026231,192.168.217.253,8.8.42.37,ICMP,1409,6086,0,OTHER
1777026232,192.168.164.226,8.8.0.33,ICMP,1221,26127,0,OTHER
1777026233,192.168.91.186,8.8.235.48,TCP,116,16504,443,HTTPS
1777026234,192.168.242.83,8.8.27.70,TCP,1070,10190,21,FTP
1777026235,192.168.180.67,8.8.176.124,ICMP,101,21609,0,OTHER
1777026236,192.168.249.169,8.8.246.99,UDP,468,14865,67,DHCP
1777026238,192.168.24.190,8.8.97.82,ICMP,989,19228,0,OTHER
1777026239,192.168.242.248,8.8.178.30,TCP,910,9269,443,HTTPS
1777026240,192.168.112.80,8.8.168.16,TCP,197,11678,443,HTTPS
1777026241,192.168.38.159,8.8.231.182,ICMP,1116,22583,0,OTHER
1777026242,192.168.154.160,8.8.52.191,TCP,471,10504,443,HTTPS
1777026243,192.168.77.234,8.8.173.18,TCP,424,28312,21,FTP
